,total_cases,new_cases,total_deaths,new_deaths,reproduction_rate,icu_patients,hosp_patients,new_tests,total_tests,positive_rate,tests_per_case,total_vaccinations,people_vaccinated,people_fully_vaccinated,total_boosters,new_vaccinations,stringency_index,population,population_density,median_age,aged_65_older,aged_70_older,gdp_per_capita,extreme_poverty,cardiovasc_death_rate,diabetes_prevalence,female_smokers,male_smokers,hospital_beds_per_thousand,life_expectancy,human_development_index,excess_mortality,days_covid_present,month,year,Missing Tests Units,people tested,samples tested,tests performed,CAN,GBR,IND,KOR,SWE,USA
21236,0.0,1.0,0.0,0.0,1.0774548440065683,499.8948220064725,1855.1860841423947,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.78,38067913.0,4.037,41.4,16.984,10.797,44017.59099999999,0.5,105.59899999999999,7.37,12.0,16.6,2.5,82.43,0.929,-1.97,0,1,1,1,0,0,0,1,0,0,0,0,0
21237,1.0,0.0,0.0,0.0,1.0774548440065683,499.8948220064725,1855.1860841423947,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.78,38067913.0,4.037,41.4,16.984,10.797,44017.59099999999,0.5,105.59899999999999,7.37,12.0,16.6,2.5,82.43,0.929,3.4120779220779216,1,1,1,1,0,0,0,1,0,0,0,0,0
21238,1.0,1.0,0.0,0.0,1.0774548440065683,499.8948220064725,1855.1860841423947,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.78,38067913.0,4.037,41.4,16.984,10.797,44017.59099999999,0.5,105.59899999999999,7.37,12.0,16.6,2.5,82.43,0.929,3.4120779220779216,2,1,1,1,0,0,0,1,0,0,0,0,0
21239,2.0,0.0,0.0,0.0,1.0774548440065683,499.8948220064725,1855.1860841423947,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.78,38067913.0,4.037,41.4,16.984,10.797,44017.59099999999,0.5,105.59899999999999,7.37,12.0,16.6,2.5,82.43,0.929,3.4120779220779216,3,1,1,1,0,0,0,1,0,0,0,0,0
21240,2.0,0.0,0.0,0.0,1.0774548440065683,499.8948220064725,1855.1860841423947,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.78,38067913.0,4.037,41.4,16.984,10.797,44017.59099999999,0.5,105.59899999999999,7.37,12.0,16.6,2.5,82.43,0.929,3.4120779220779216,4,1,1,1,0,0,0,1,0,0,0,0,0
21241,2.0,2.0,0.0,0.0,1.0774548440065683,499.8948220064725,1855.1860841423947,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.78,38067913.0,4.037,41.4,16.984,10.797,44017.59099999999,0.5,105.59899999999999,7.37,12.0,16.6,2.5,82.43,0.929,3.4120779220779216,5,1,1,0,0,0,1,1,0,0,0,0,0
21242,4.0,0.0,0.0,0.0,1.0774548440065683,499.8948220064725,1855.1860841423947,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.78,38067913.0,4.037,41.4,16.984,10.797,44017.59099999999,0.5,105.59899999999999,7.37,12.0,16.6,2.5,82.43,0.929,3.4120779220779216,6,2,1,0,0,0,1,1,0,0,0,0,0
21243,4.0,0.0,0.0,0.0,1.0774548440065683,499.8948220064725,1855.1860841423947,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.78,38067913.0,4.037,41.4,16.984,10.797,44017.59099999999,0.5,105.59899999999999,7.37,12.0,16.6,2.5,82.43,0.929,-3.77,7,2,1,0,0,0,1,1,0,0,0,0,0
21244,4.0,0.0,0.0,0.0,1.0774548440065683,499.8948220064725,1855.1860841423947,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.78,38067913.0,4.037,41.4,16.984,10.797,44017.59099999999,0.5,105.59899999999999,7.37,12.0,16.6,2.5,82.43,0.929,3.4120779220779216,8,2,1,0,0,0,1,1,0,0,0,0,0
21245,4.0,0.0,0.0,0.0,1.0774548440065683,499.8948220064725,1855.1860841423947,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.78,38067913.0,4.037,41.4,16.984,10.797,44017.59099999999,0.5,105.59899999999999,7.37,12.0,16.6,2.5,82.43,0.929,3.4120779220779216,9,2,1,0,0,0,1,1,0,0,0,0,0
21246,4.0,1.0,0.0,0.0,1.0774548440065683,499.8948220064725,1855.1860841423947,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.78,38067913.0,4.037,41.4,16.984,10.797,44017.59099999999,0.5,105.59899999999999,7.37,12.0,16.6,2.5,82.43,0.929,3.4120779220779216,10,2,1,0,0,0,1,1,0,0,0,0,0
21247,5.0,0.0,0.0,0.0,1.0774548440065683,499.8948220064725,1855.1860841423947,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.78,38067913.0,4.037,41.4,16.984,10.797,44017.59099999999,0.5,105.59899999999999,7.37,12.0,16.6,2.5,82.43,0.929,3.4120779220779216,11,2,1,0,0,0,1,1,0,0,0,0,0
21248,5.0,2.0,0.0,0.0,1.0774548440065683,499.8948220064725,1855.1860841423947,0.0,0.0,0.054000000000000006,18.6,0.0,0.0,0.0,0.0,0.0,2.78,38067913.0,4.037,41.4,16.984,10.797,44017.59099999999,0.5,105.59899999999999,7.37,12.0,16.6,2.5,82.43,0.929,3.4120779220779216,12,2,1,0,0,0,1,1,0,0,0,0,0
21249,7.0,0.0,0.0,0.0,1.0774548440065683,499.8948220064725,1855.1860841423947,0.0,0.0,0.054000000000000006,18.6,0.0,0.0,0.0,0.0,0.0,2.78,38067913.0,4.037,41.4,16.984,10.797,44017.59099999999,0.5,105.59899999999999,7.37,12.0,16.6,2.5,82.43,0.929,3.4120779220779216,13,2,1,0,0,0,1,1,0,0,0,0,0
21250,7.0,0.0,0.0,0.0,1.0774548440065683,499.8948220064725,1855.1860841423947,0.0,0.0,0.054000000000000006,18.6,0.0,0.0,0.0,0.0,0.0,2.78,38067913.0,4.037,41.4,16.984,10.797,44017.59099999999,0.5,105.59899999999999,7.37,12.0,16.6,2.5,82.43,0.929,-2.95,14,2,1,0,0,0,1,1,0,0,0,0,0
21251,7.0,0.0,0.0,0.0,1.0774548440065683,499.8948220064725,1855.1860841423947,0.0,0.0,0.061,16.3,0.0,0.0,0.0,0.0,0.0,2.78,38067913.0,4.037,41.4,16.984,10.797,44017.59099999999,0.5,105.59899999999999,7.37,12.0,16.6,2.5,82.43,0.929,3.4120779220779216,15,2,1,0,0,0,1,1,0,0,0,0,0
21252,7.0,0.0,0.0,0.0,1.0774548440065683,499.8948220064725,1855.1860841423947,0.0,0.0,0.061,16.3,0.0,0.0,0.0,0.0,0.0,2.78,38067913.0,4.037,41.4,16.984,10.797,44017.59099999999,0.5,105.59899999999999,7.37,12.0,16.6,2.5,82.43,0.929,3.4120779220779216,16,2,1,0,0,0,1,1,0,0,0,0,0
21253,7.0,0.0,0.0,0.0,1.0774548440065683,499.8948220064725,1855.1860841423947,0.0,0.0,0.040999999999999995,24.5,0.0,0.0,0.0,0.0,0.0,2.78,38067913.0,4.037,41.4,16.984,10.797,44017.59099999999,0.5,105.59899999999999,7.37,12.0,16.6,2.5,82.43,0.929,3.4120779220779216,17,2,1,0,0,0,1,1,0,0,0,0,0
21254,7.0,0.0,0.0,0.0,1.0774548440065683,499.8948220064725,1855.1860841423947,0.0,0.0,0.048,21.0,0.0,0.0,0.0,0.0,0.0,2.78,38067913.0,4.037,41.4,16.984,10.797,44017.59099999999,0.5,105.59899999999999,7.37,12.0,16.6,2.5,82.43,0.929,3.4120779220779216,18,2,1,0,0,0,1,1,0,0,0,0,0
21255,7.0,0.0,0.0,0.0,1.0774548440065683,499.8948220064725,1855.1860841423947,0.0,0.0,0.0,48.006544901065446,0.0,0.0,0.0,0.0,0.0,2.78,38067913.0,4.037,41.4,16.984,10.797,44017.59099999999,0.5,105.59899999999999,7.37,12.0,16.6,2.5,82.43,0.929,3.4120779220779216,19,2,1,0,0,0,1,1,0,0,0,0,0
21256,7.0,0.0,0.0,0.0,1.0774548440065683,499.8948220064725,1855.1860841423947,0.0,0.0,0.0,48.006544901065446,0.0,0.0,0.0,0.0,0.0,2.78,38067913.0,4.037,41.4,16.984,10.797,44017.59099999999,0.5,105.59899999999999,7.37,12.0,16.6,2.5,82.43,0.929,3.4120779220779216,20,2,1,0,0,0,1,1,0,0,0,0,0
21257,7.0,0.0,0.0,0.0,1.0774548440065683,499.8948220064725,1855.1860841423947,0.0,0.0,0.0,48.006544901065446,0.0,0.0,0.0,0.0,0.0,2.78,38067913.0,4.037,41.4,16.984,10.797,44017.59099999999,0.5,105.59899999999999,7.37,12.0,16.6,2.5,82.43,0.929,-5.58,21,2,1,0,0,0,1,1,0,0,0,0,0
21258,7.0,1.0,0.0,0.0,1.0774548440065683,499.8948220064725,1855.1860841423947,0.0,0.0,0.02,49.0,0.0,0.0,0.0,0.0,0.0,2.78,38067913.0,4.037,41.4,16.984,10.797,44017.59099999999,0.5,105.59899999999999,7.37,12.0,16.6,2.5,82.43,0.929,3.4120779220779216,22,2,1,0,0,0,1,1,0,0,0,0,0
21259,8.0,0.0,0.0,0.0,1.0774548440065683,499.8948220064725,1855.1860841423947,0.0,0.0,0.02,49.0,0.0,0.0,0.0,0.0,0.0,2.78,38067913.0,4.037,41.4,16.984,10.797,44017.59099999999,0.5,105.59899999999999,7.37,12.0,16.6,2.5,82.43,0.929,3.4120779220779216,23,2,1,0,0,0,1,1,0,0,0,0,0
21260,8.0,0.0,0.0,0.0,1.0774548440065683,499.8948220064725,1855.1860841423947,0.0,0.0,0.018000000000000002,55.9,0.0,0.0,0.0,0.0,0.0,2.78,38067913.0,4.037,41.4,16.984,10.797,44017.59099999999,0.5,105.59899999999999,7.37,12.0,16.6,2.5,82.43,0.929,3.4120779220779216,24,2,1,0,0,0,1,1,0,0,0,0,0
21261,8.0,0.0,0.0,0.0,1.0774548440065683,499.8948220064725,1855.1860841423947,0.0,0.0,0.016,62.9,0.0,0.0,0.0,0.0,0.0,2.78,38067913.0,4.037,41.4,16.984,10.797,44017.59099999999,0.5,105.59899999999999,7.37,12.0,16.6,2.5,82.43,0.929,3.4120779220779216,25,2,1,0,0,0,1,1,0,0,0,0,0
21262,8.0,1.0,0.0,0.0,1.0774548440065683,499.8948220064725,1855.1860841423947,0.0,0.0,0.028999999999999998,35.0,0.0,0.0,0.0,0.0,0.0,2.78,38067913.0,4.037,41.4,16.984,10.797,44017.59099999999,0.5,105.59899999999999,7.37,12.0,16.6,2.5,82.43,0.929,3.4120779220779216,26,2,1,0,0,0,1,1,0,0,0,0,0
21263,9.0,0.0,0.0,0.0,1.0774548440065683,499.8948220064725,1855.1860841423947,0.0,0.0,0.026000000000000002,38.5,0.0,0.0,0.0,0.0,0.0,2.78,38067913.0,4.037,41.4,16.984,10.797,44017.59099999999,0.5,105.59899999999999,7.37,12.0,16.6,2.5,82.43,0.929,3.4120779220779216,27,2,1,0,0,0,1,1,0,0,0,0,0
21264,9.0,0.0,0.0,0.0,1.0774548440065683,499.8948220064725,1855.1860841423947,0.0,0.0,0.022000000000000002,45.5,0.0,0.0,0.0,0.0,0.0,2.78,38067913.0,4.037,41.4,16.984,10.797,44017.59099999999,0.5,105.59899999999999,7.37,12.0,16.6,2.5,82.43,0.929,-5.88,28,2,1,0,0,0,1,1,0,0,0,0,0
21265,9.0,1.0,0.0,0.0,1.0774548440065683,499.8948220064725,1855.1860841423947,0.0,0.0,0.022000000000000002,45.5,0.0,0.0,0.0,0.0,0.0,2.78,38067913.0,4.037,41.4,16.984,10.797,44017.59099999999,0.5,105.59899999999999,7.37,12.0,16.6,2.5,82.43,0.929,3.4120779220779216,29,2,1,0,0,0,1,1,0,0,0,0,0
21266,10.0,2.0,0.0,0.0,1.0774548440065683,499.8948220064725,1855.1860841423947,18.0,212.0,0.040999999999999995,24.5,0.0,0.0,0.0,0.0,0.0,2.78,38067913.0,4.037,41.4,16.984,10.797,44017.59099999999,0.5,105.59899999999999,7.37,12.0,16.6,2.5,82.43,0.929,3.4120779220779216,30,2,1,0,0,0,1,1,0,0,0,0,0
21267,12.0,0.0,0.0,0.0,1.0774548440065683,499.8948220064725,1855.1860841423947,62.0,230.0,0.027000000000000003,36.8,0.0,0.0,0.0,0.0,0.0,2.78,38067913.0,4.037,41.4,16.984,10.797,44017.59099999999,0.5,105.59899999999999,7.37,12.0,16.6,2.5,82.43,0.929,3.4120779220779216,31,2,1,0,0,0,1,1,0,0,0,0,0
21268,12.0,2.0,0.0,0.0,1.0774548440065683,499.8948220064725,1855.1860841423947,77.0,292.0,0.027999999999999997,36.2,0.0,0.0,0.0,0.0,0.0,2.78,38067913.0,4.037,41.4,16.984,10.797,44017.59099999999,0.5,105.59899999999999,7.37,12.0,16.6,2.5,82.43,0.929,3.4120779220779216,32,2,1,0,0,0,1,1,0,0,0,0,0
21269,14.0,1.0,0.0,0.0,1.0774548440065683,499.8948220064725,1855.1860841423947,72911.35276073619,292.0,0.022000000000000002,45.5,0.0,0.0,0.0,0.0,0.0,2.78,38067913.0,4.037,41.4,16.984,10.797,44017.59099999999,0.5,105.59899999999999,7.37,12.0,16.6,2.5,82.43,0.929,3.4120779220779216,33,2,1,0,0,0,1,1,0,0,0,0,0
21270,15.0,6.0,0.0,0.0,1.0774548440065683,499.8948220064725,1855.1860841423947,72911.35276073619,292.0,0.036000000000000004,27.4,0.0,0.0,0.0,0.0,0.0,2.78,38067913.0,4.037,41.4,16.984,10.797,44017.59099999999,0.5,105.59899999999999,7.37,12.0,16.6,2.5,82.43,0.929,3.4120779220779216,34,2,1,0,0,0,1,1,0,0,0,0,0
21271,21.0,5.0,0.0,0.0,1.0774548440065683,499.8948220064725,1855.1860841423947,125.0,510.0,0.039,25.9,0.0,0.0,0.0,0.0,0.0,2.78,38067913.0,4.037,41.4,16.984,10.797,44017.59099999999,0.5,105.59899999999999,7.37,12.0,16.6,2.5,82.43,0.929,-2.93,35,3,1,0,0,0,1,1,0,0,0,0,0
21272,26.0,6.0,0.0,0.0,1.0774548440065683,499.8948220064725,1855.1860841423947,72911.35276073619,510.0,0.047,21.3,0.0,0.0,0.0,0.0,0.0,2.78,38067913.0,4.037,41.4,16.984,10.797,44017.59099999999,0.5,105.59899999999999,7.37,12.0,16.6,2.5,82.43,0.929,3.4120779220779216,36,3,1,0,0,0,1,1,0,0,0,0,0
21273,32.0,5.0,0.0,0.0,1.0774548440065683,499.8948220064725,1855.1860841423947,72911.35276073619,510.0,0.05,20.2,0.0,0.0,0.0,0.0,0.0,2.78,38067913.0,4.037,41.4,16.984,10.797,44017.59099999999,0.5,105.59899999999999,7.37,12.0,16.6,2.5,82.43,0.929,3.4120779220779216,37,3,1,0,0,0,1,1,0,0,0,0,0
21274,37.0,5.0,0.0,0.0,1.0774548440065683,499.8948220064725,1855.1860841423947,72911.35276073619,510.0,0.048,20.8,0.0,0.0,0.0,0.0,0.0,2.78,38067913.0,4.037,41.4,16.984,10.797,44017.59099999999,0.5,105.59899999999999,7.37,12.0,16.6,2.5,82.43,0.929,3.4120779220779216,38,3,1,0,0,0,1,1,0,0,0,0,0
21275,42.0,4.0,0.0,0.0,1.0774548440065683,499.8948220064725,1855.1860841423947,72911.35276073619,510.0,0.044000000000000004,22.8,0.0,0.0,0.0,0.0,0.0,2.78,38067913.0,4.037,41.4,16.984,10.797,44017.59099999999,0.5,105.59899999999999,7.37,12.0,16.6,2.5,82.43,0.929,3.4120779220779216,39,3,1,0,0,0,1,1,0,0,0,0,0
21276,46.0,14.0,0.0,0.0,1.0774548440065683,499.8948220064725,1855.1860841423947,296.0,1099.0,0.047,21.2,0.0,0.0,0.0,0.0,0.0,2.78,38067913.0,4.037,41.4,16.984,10.797,44017.59099999999,0.5,105.59899999999999,7.37,12.0,16.6,2.5,82.43,0.929,3.4120779220779216,40,3,1,0,0,0,1,1,0,0,0,0,0
21277,60.0,4.0,0.0,0.0,1.0774548440065683,499.8948220064725,1855.1860841423947,372.0,1395.0,0.034,29.3,0.0,0.0,0.0,0.0,0.0,2.78,38067913.0,4.037,41.4,16.984,10.797,44017.59099999999,0.5,105.59899999999999,7.37,12.0,16.6,2.5,82.43,0.929,3.4120779220779216,41,3,1,0,0,0,1,1,0,0,0,0,0
21278,64.0,10.0,0.0,0.0,1.0774548440065683,499.8948220064725,1855.1860841423947,932.0,1767.0,0.023,43.0,0.0,0.0,0.0,0.0,0.0,2.78,38067913.0,4.037,41.4,16.984,10.797,44017.59099999999,0.5,105.59899999999999,7.37,12.0,16.6,2.5,82.43,0.929,-3.34,42,3,1,0,0,0,1,1,0,0,0,0,0
21279,74.0,14.0,0.0,1.0,1.0774548440065683,0.0,4.0,832.0,2699.0,0.02,50.9,0.0,0.0,0.0,0.0,0.0,2.78,38067913.0,4.037,41.4,16.984,10.797,44017.59099999999,0.5,105.59899999999999,7.37,12.0,16.6,2.5,82.43,0.929,3.4120779220779216,43,3,1,0,0,0,1,1,0,0,0,0,0
21280,88.0,4.0,1.0,0.0,1.0774548440065683,0.0,5.0,72911.35276073619,2699.0,0.016,62.9,0.0,0.0,0.0,0.0,0.0,2.78,38067913.0,4.037,41.4,16.984,10.797,44017.59099999999,0.5,105.59899999999999,7.37,12.0,16.6,2.5,82.43,0.929,3.4120779220779216,44,3,1,0,0,0,1,1,0,0,0,0,0
21281,92.0,35.0,1.0,0.0,1.0774548440065683,0.0,5.0,72911.35276073619,2699.0,0.022000000000000002,46.2,0.0,0.0,0.0,0.0,0.0,13.89,38067913.0,4.037,41.4,16.984,10.797,44017.59099999999,0.5,105.59899999999999,7.37,12.0,16.6,2.5,82.43,0.929,3.4120779220779216,45,3,1,0,0,0,1,1,0,0,0,0,0
21282,127.0,14.0,1.0,0.0,2.53,0.0,5.0,1893.0,4846.0,0.017,59.4,0.0,0.0,0.0,0.0,0.0,22.22,38067913.0,4.037,41.4,16.984,10.797,44017.59099999999,0.5,105.59899999999999,7.37,12.0,16.6,2.5,82.43,0.929,3.4120779220779216,46,3,1,0,0,0,1,1,0,0,0,0,0
21283,141.0,72.0,1.0,0.0,2.56,1.0,7.0,3150.0,6739.0,0.018000000000000002,55.5,0.0,0.0,0.0,0.0,0.0,22.22,38067913.0,4.037,41.4,16.984,10.797,44017.59099999999,0.5,105.59899999999999,7.37,12.0,16.6,2.5,82.43,0.929,3.4120779220779216,47,3,1,0,0,0,1,1,0,0,0,0,0
21284,213.0,23.0,1.0,0.0,2.57,2.0,9.0,3320.0,9889.0,0.015,66.5,0.0,0.0,0.0,0.0,0.0,24.07,38067913.0,4.037,41.4,16.984,10.797,44017.59099999999,0.5,105.59899999999999,7.37,12.0,16.6,2.5,82.43,0.929,3.4120779220779216,48,3,1,0,0,0,1,1,0,0,0,0,0
21285,236.0,60.0,1.0,0.0,2.61,2.0,9.0,4148.0,13209.0,0.015,66.0,0.0,0.0,0.0,0.0,0.0,24.07,38067913.0,4.037,41.4,16.984,10.797,44017.59099999999,0.5,105.59899999999999,7.37,12.0,16.6,2.5,82.43,0.929,-2.94,49,3,1,0,0,0,1,1,0,0,0,0,0
21286,296.0,154.0,1.0,3.0,2.65,2.0,17.0,4519.0,17357.0,0.02,50.7,0.0,0.0,0.0,0.0,0.0,43.52,38067913.0,4.037,41.4,16.984,10.797,44017.59099999999,0.5,105.59899999999999,7.37,12.0,16.6,2.5,82.43,0.929,3.4120779220779216,50,3,1,0,0,0,1,1,0,0,0,0,0
21287,450.0,82.0,4.0,2.0,2.64,6.0,22.0,5031.0,21876.0,0.019,51.6,0.0,0.0,0.0,0.0,0.0,43.52,38067913.0,4.037,41.4,16.984,10.797,44017.59099999999,0.5,105.59899999999999,7.37,12.0,16.6,2.5,82.43,0.929,3.4120779220779216,51,3,1,0,0,0,1,1,0,0,0,0,0
21288,532.0,200.0,6.0,5.0,2.64,14.0,31.0,7286.0,26907.0,0.021,48.5,0.0,0.0,0.0,0.0,0.0,61.11,38067913.0,4.037,41.4,16.984,10.797,44017.59099999999,0.5,105.59899999999999,7.37,12.0,16.6,2.5,82.43,0.929,3.4120779220779216,52,3,1,0,0,0,1,1,0,0,0,0,0
21289,732.0,189.0,11.0,0.0,2.62,16.0,42.0,8608.0,34193.0,0.022000000000000002,46.2,0.0,0.0,0.0,0.0,0.0,61.11,38067913.0,4.037,41.4,16.984,10.797,44017.59099999999,0.5,105.59899999999999,7.37,12.0,16.6,2.5,82.43,0.929,3.4120779220779216,53,3,1,0,0,0,1,1,0,0,0,0,0
21290,921.0,254.0,11.0,4.0,2.6,24.0,52.0,7267.0,42801.0,0.024,41.8,0.0,0.0,0.0,0.0,0.0,71.3,38067913.0,4.037,41.4,16.984,10.797,44017.59099999999,0.5,105.59899999999999,7.37,12.0,16.6,2.5,82.43,0.929,3.4120779220779216,54,3,1,0,0,0,1,1,0,0,0,0,0
21291,1175.0,478.0,15.0,4.0,2.57,31.0,68.0,8127.0,50068.0,0.031,31.7,0.0,0.0,0.0,0.0,0.0,71.3,38067913.0,4.037,41.4,16.984,10.797,44017.59099999999,0.5,105.59899999999999,7.37,12.0,16.6,2.5,82.43,0.929,3.4120779220779216,55,3,1,0,0,0,1,1,0,0,0,0,0
21292,1653.0,392.0,19.0,3.0,2.49,35.0,76.0,10535.0,58195.0,0.034,29.4,0.0,0.0,0.0,0.0,0.0,71.3,38067913.0,4.037,41.4,16.984,10.797,44017.59099999999,0.5,105.59899999999999,7.37,12.0,16.6,2.5,82.43,0.929,0.8,56,3,1,0,0,0,1,1,0,0,0,0,0
21293,2045.0,555.0,22.0,7.0,2.41,44.0,103.0,11147.0,68730.0,0.037000000000000005,27.0,0.0,0.0,0.0,0.0,0.0,72.69,38067913.0,4.037,41.4,16.984,10.797,44017.59099999999,0.5,105.59899999999999,7.37,12.0,16.6,2.5,82.43,0.929,3.4120779220779216,57,3,1,0,0,0,1,1,0,0,0,0,0
21294,2600.0,585.0,29.0,4.0,2.34,64.0,153.0,10591.0,79877.0,0.042,24.0,0.0,0.0,0.0,0.0,0.0,72.69,38067913.0,4.037,41.4,16.984,10.797,44017.59099999999,0.5,105.59899999999999,7.37,12.0,16.6,2.5,82.43,0.929,3.4120779220779216,58,3,1,0,0,0,1,1,0,0,0,0,0
21295,3185.0,498.0,33.0,9.0,2.25,72.0,176.0,11070.0,90468.0,0.044000000000000004,22.8,0.0,0.0,0.0,0.0,0.0,72.69,38067913.0,4.037,41.4,16.984,10.797,44017.59099999999,0.5,105.59899999999999,7.37,12.0,16.6,2.5,82.43,0.929,3.4120779220779216,59,3,1,0,0,0,1,1,0,0,0,0,0
21296,3683.0,867.0,42.0,15.0,2.19,82.0,216.0,10911.0,101538.0,0.052000000000000005,19.2,0.0,0.0,0.0,0.0,0.0,72.69,38067913.0,4.037,41.4,16.984,10.797,44017.59099999999,0.5,105.59899999999999,7.37,12.0,16.6,2.5,82.43,0.929,3.4120779220779216,60,3,1,0,0,0,1,1,0,0,0,0,0
21297,4550.0,699.0,57.0,9.0,2.11,89.0,260.0,12217.0,112449.0,0.055,18.3,0.0,0.0,0.0,0.0,0.0,72.69,38067913.0,4.037,41.4,16.984,10.797,44017.59099999999,0.5,105.59899999999999,7.37,12.0,16.6,2.5,82.43,0.929,3.4120779220779216,61,3,1,0,0,0,1,1,0,0,0,0,0
21298,5249.0,836.0,66.0,16.0,2.04,125.0,294.0,12487.0,124666.0,0.055999999999999994,17.8,0.0,0.0,0.0,0.0,0.0,72.69,38067913.0,4.037,41.4,16.984,10.797,44017.59099999999,0.5,105.59899999999999,7.37,12.0,16.6,2.5,82.43,0.929,3.4120779220779216,62,3,1,0,0,0,1,1,0,0,0,0,0
21299,6085.0,930.0,82.0,14.0,1.98,142.0,329.0,15442.0,137153.0,0.059000000000000004,16.9,0.0,0.0,0.0,0.0,0.0,72.69,38067913.0,4.037,41.4,16.984,10.797,44017.59099999999,0.5,105.59899999999999,7.37,12.0,16.6,2.5,82.43,0.929,2.63,63,3,1,0,0,0,1,1,0,0,0,0,0
21300,7015.0,1106.0,96.0,29.0,1.91,157.0,406.0,12123.0,152595.0,0.065,15.4,0.0,0.0,0.0,0.0,0.0,72.69,38067913.0,4.037,41.4,16.984,10.797,44017.59099999999,0.5,105.59899999999999,7.37,12.0,16.6,2.5,82.43,0.929,3.4120779220779216,64,3,1,0,0,0,1,1,0,0,0,0,0
21301,8121.0,1125.0,125.0,27.0,1.85,165.0,482.0,13600.0,164718.0,0.069,14.5,0.0,0.0,0.0,0.0,0.0,72.69,38067913.0,4.037,41.4,16.984,10.797,44017.59099999999,0.5,105.59899999999999,7.37,12.0,16.6,2.5,82.43,0.929,3.4120779220779216,65,3,1,0,0,0,1,1,0,0,0,0,0
21302,9246.0,1281.0,152.0,23.0,1.79,174.0,526.0,14021.0,178318.0,0.075,13.3,0.0,0.0,0.0,0.0,0.0,74.54,38067913.0,4.037,41.4,16.984,10.797,44017.59099999999,0.5,105.59899999999999,7.37,12.0,16.6,2.5,82.43,0.929,3.4120779220779216,66,4,1,0,0,0,1,1,0,0,0,0,0
21303,10527.0,1692.0,175.0,49.0,1.73,362.0,993.0,16421.0,192339.0,0.08,12.6,0.0,0.0,0.0,0.0,0.0,74.54,38067913.0,4.037,41.4,16.984,10.797,44017.59099999999,0.5,105.59899999999999,7.37,12.0,16.6,2.5,82.43,0.929,3.4120779220779216,67,4,1,0,0,0,1,1,0,0,0,0,0
21304,12219.0,1340.0,224.0,53.0,1.66,397.0,1129.0,14858.0,208760.0,0.084,11.9,0.0,0.0,0.0,0.0,0.0,74.54,38067913.0,4.037,41.4,16.984,10.797,44017.59099999999,0.5,105.59899999999999,7.37,12.0,16.6,2.5,82.43,0.929,3.4120779220779216,68,4,1,0,0,0,1,1,0,0,0,0,0
21305,13559.0,1347.0,277.0,83.0,1.59,424.0,1216.0,15061.0,223618.0,0.087,11.5,0.0,0.0,0.0,0.0,0.0,72.69,38067913.0,4.037,41.4,16.984,10.797,44017.59099999999,0.5,105.59899999999999,7.37,12.0,16.6,2.5,82.43,0.929,3.4120779220779216,69,4,1,0,0,0,1,1,0,0,0,0,0
21306,14906.0,1569.0,360.0,75.0,1.53,455.0,1272.0,12492.0,238679.0,0.096,10.4,0.0,0.0,0.0,0.0,0.0,72.69,38067913.0,4.037,41.4,16.984,10.797,44017.59099999999,0.5,105.59899999999999,7.37,12.0,16.6,2.5,82.43,0.929,10.07,70,4,1,0,0,0,1,1,0,0,0,0,0
21307,16475.0,1046.0,435.0,85.0,1.47,486.0,1351.0,10808.0,251171.0,0.09699999999999999,10.3,0.0,0.0,0.0,0.0,0.0,72.69,38067913.0,4.037,41.4,16.984,10.797,44017.59099999999,0.5,105.59899999999999,7.37,12.0,16.6,2.5,82.43,0.929,3.4120779220779216,71,4,1,0,0,0,1,1,0,0,0,0,0
21308,17521.0,1337.0,520.0,61.0,1.42,505.0,1430.0,7846.0,261979.0,0.105,9.5,0.0,0.0,0.0,0.0,0.0,72.69,38067913.0,4.037,41.4,16.984,10.797,44017.59099999999,0.5,105.59899999999999,7.37,12.0,16.6,2.5,82.43,0.929,3.4120779220779216,72,4,1,0,0,0,1,1,0,0,0,0,0
21309,18858.0,1264.0,581.0,67.0,1.38,523.0,1467.0,8727.0,269825.0,0.111,9.0,0.0,0.0,0.0,0.0,0.0,72.69,38067913.0,4.037,41.4,16.984,10.797,44017.59099999999,0.5,105.59899999999999,7.37,12.0,16.6,2.5,82.43,0.929,3.4120779220779216,73,4,1,0,0,0,1,1,0,0,0,0,0
